Entry ID,Comments,ID submitter user,Locality,Region,Subregion,Agriculture,Site ,Site description,Context ID,Context description,Altitude,Latitute,Longitude,Exact Site location,Radius,Individual ID,Burial type,Taxon,Taxon common name,Sex,Age category individual,Min. age individual,Max. age individual,Sample type,Min age (95%),Max age (95%),Dating method,14C,14C unc,Period_tags,Period_2,d13C,d13C_err,d15N,d15N_err,Collagen yield,,%C,%N,C/N,Reference,Link,DOI,Publication date
720,,Hudson,"Shinoi, Nagano",Chubu,Central Highlands,Y,Shinoi,,,,,36.3317,138.0721,,,SM-7012,,Homo sapiens,Human,?,?,,,,794,1185,,,,Heian,,-19.1,0.5,,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
721,,Hudson,"Shinoi, Nagano",Chubu,Central Highlands,Y,Shinoi,,,,,36.3317,138.0721,,,SM-7013,,Homo sapiens,Human,?,?,,,,794,1185,,,,Heian,,-19.1,0.5,,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
731,,Hudson,"Tsuchida, Nagano",Chubu,Central Highlands,Y,Tsuchida,Pit burial,,,,36.0756,138.0908,,,Pit burial 1,,Homo sapiens,Human,M?,Adult,,,,1336,1573,,,,Muromachi,,-20.8,0.5,,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
732,,Hudson,"Kamiizawa-one, Nagano",Chubu,Central Highlands,Y,Kamiizawa-one,Cemetery,,,,35.5828,138.1258,,,Grave 1,,Homo sapiens,Human,?,Adult,,,,1600,1868,,,,Tokugawa,,-17.6,0.5,13,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
733,,Hudson,"Kamiizawa-one, Nagano",Chubu,Central Highlands,Y,Kamiizawa-one,Cemetery,,,,35.5828,138.1258,,,Grave 2,,Homo sapiens,Human,F,Adult,,,,1600,1868,,,,Tokugawa,,-17,0.5,9.5,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
734,,Hudson,"Kamiizawa-one, Nagano",Chubu,Central Highlands,Y,Kamiizawa-one,Cemetery,,,,35.5828,138.1258,,,Grave 3,,Homo sapiens,Human,M?,Adult,,,,1600,1868,,,,Tokugawa,,-17.2,0.5,12.7,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
735,,Hudson,"Kamiizawa-one, Nagano",Chubu,Central Highlands,Y,Kamiizawa-one,Cemetery,,,,35.5828,138.1258,,,Grave 4,,Homo sapiens,Human,?,Adult,,,,1600,1868,,,,Tokugawa,,-19.2,0.5,12.8,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
736,,Hudson & Uchiyama,"Hodokubo, Nagano",Chubu,Central Highlands,Y,Hodokubo,,,,953,36.0591,138.1368,,,Grave 1,,Homo sapiens,Human,M,Adult,,,,1600,1868,,,,Tokugawa,,-17.4,0.5,12.5,0.5,,,,,,"Yoneda, M., K. Yoshida, J. Yoshinaga, M. Morita, T. Akazawa (1996)  Reconstruction of palaeodiet in Nagano prefecture based on the carbon and nitogen isotope analysis and the trace elemental analysis. Daiyonki Kenkyu (Quaternary Research) 35: 293-303 (Japanese with English abstract)",https://www.jstage.jst.go.jp/article/jaqua1957/35/4/35_4_293/_article/-char/ja/,https://doi.org/10.4116/jaqua.35.293,1996
580,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 1,,Homo sapiens,Human,M,Middle -older  adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.9,0.5,11.1,0.5,,,43.5,13.7,3.7,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
581,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 2,,Homo sapiens,Human,M,Middle -older  adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.3,0.5,11.3,0.5,,,42,12.8,3.8,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
582,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 3 South,,Homo sapiens,Human,M,Middle adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.3,0.5,10.8,0.5,,,44.2,14.7,3.5,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
583,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grav 3 North,,Homo sapiens,Human,M,Middle adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.3,0.5,10.8,0.5,,,44,15.6,3.3,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
584,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 4,,Homo sapiens,Human,M,Adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-19.5,0.5,12.6,0.5,,,40.2,11.4,4.1,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
585,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 5,,Homo sapiens,Human,M,Middle adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.3,0.5,9.5,0.5,,,43,15,3.3,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
586,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 6,,Homo sapiens,Human,M,Adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18.6,0.5,10.5,0.5,,,42.6,14.4,3.5,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
587,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 7,,Homo sapiens,Human,M,Middle adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-17.9,0.5,9.7,0.5,,,41.6,12.9,3.8,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
588,,Hudson,"Anrakuji Higashi, Yamanashi",Chubu,Central Highlands,Y,Anrakuji,Buddhist temple cemetery,,,366,35.3619,138.5638,,,Grave 8,,Homo sapiens,Human,M,Middle -older  adult,,,Ribs etc,1750,1900,Grave goods & context,,,Tokugawa,,-18,0.5,9.3,0.5,,,44.8,16.6,3.2,Yamanashi-ken Maizo Bunkazai Centre (2000) Anrakuji Higashi Iseki,,,2000
1477,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 1,,Homo sapiens,Human,,,,,Humerus (R) ,,,,2530,23,Late-Final Jomon,Late/Final Jomon,-16.5,0.5,6.9,0.5,4.0,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 2,,Homo sapiens,Human,,,,,Humerus (L) ,,,,2523,23,Late-Final Jomon,Late/Final Jomon,-16.4,0.5,6.4,0.5,4.0,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 3,,Homo sapiens,Human,,,,,Humerus (R) ,,,,2490,23,Late-Final Jomon,Late/Final Jomon,-17.0,0.5,6.7,0.5,14.4,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 4,,Homo sapiens,Human,,,,,Humerus (R) ,,,,2537,24,Late-Final Jomon,Late/Final Jomon,-17.7,0.5,6.1,0.5,12.2,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 5,,Homo sapiens,Human,,,,,Humerus (R) ,,,,,,Late-Final Jomon,Late/Final Jomon,,,,,0.0,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 6,,Homo sapiens,Human,,Young adult,,,Humerus (L) ,,,,2508,23,Late-Final Jomon,Late/Final Jomon,-17.3,0.5,5.6,0.5,5.9,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 7,,Homo sapiens,Human,,Adult,,,Humerus (R) ,,,,2514,22,Late-Final Jomon,Late/Final Jomon,-16.6,0.5,6.4,0.5,2.4,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 8,,Homo sapiens,Human,,Adult,,,Humerus (R) ,,,,,,Late-Final Jomon,Late/Final Jomon,-19.5,0.5,6.7,0.5,0.2,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Humerus 9,,Homo sapiens,Human,,Adult,,,Humerus (R) ,,,,,,Late-Final Jomon,Late/Final Jomon,,,,,0.0,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Femur 1,,Homo sapiens,Human,,4-5,,,Femur (R),,,,1748,22,Late-Final Jomon,Late/Final Jomon,-19.5,0.5,11.9,0.5,5.6,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Femur 2,,Homo sapiens,Human,,Fetus/Neonate,,,Femur (L),,,,2447,23,Late-Final Jomon,Late/Final Jomon,-18.4,0.5,6.3,0.5,6.8,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 1,,Homo sapiens,Human,,,,,Mandible,,,,2507,23,Late-Final Jomon,Late/Final Jomon,-17.6,0.5,5.9,0.5,6.8,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 2,,Homo sapiens,Human,,,,,Mandible,,,,2543,23,Late-Final Jomon,Late/Final Jomon,-16.9,0.5,7.3,0.5,2.7,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 3,,Homo sapiens,Human,,,,,Mandible,,,,2516,23,Late-Final Jomon,Late/Final Jomon,-16.8,0.5,6.2,0.5,8.2,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 4,,Homo sapiens,Human,,,,,Mandible,,,,2496,23,Late-Final Jomon,Late/Final Jomon,-17.9,0.5,6.5,0.5,6.3,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 5,,Homo sapiens,Human,,,,,Mandible,,,,,,Late-Final Jomon,Late/Final Jomon,-19.3,0.5,7.9,0.5,0.4,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 6,,Homo sapiens,Human,,,,,Mandible,,,,2538,23,Late-Final Jomon,Late/Final Jomon,-17.9,0.5,6.1,0.5,6.6,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2021,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Mandible 7,,Homo sapiens,Human,,,,,Mandible,,,,,,Late-Final Jomon,Late/Final Jomon,,,,,0.1,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2022,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Sphenoid,,Homo sapiens,Human,,,,,Sphenoid,,,,2561,23,Late-Final Jomon,Late/Final Jomon,-16.8,0.5,7.0,0.5,7.4,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2023,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,Maxilla,,Homo sapiens,Human,,,,,Maxilla,,,,1366,21,Late-Final Jomon,Late/Final Jomon,-19.4,0.5,11.8,0.5,14.3,,,,,"Yoneda, M., Nakazawa, M. , Tanaka, K., Takahashi, Y. (2021) Low-level Food Production in the Late Final Jomon Period with Millet Cultivation Reconstructed by Isotopic Analysis of the Human Remains from the Shimekake Site, Nagano Prefecture, Japan. Japanese Journal of Archaeology, (53), pp.25-40.",,,
,,Yoneda et al. 2024,Nagano,Chubu,Central Highlands,Y,Shimekake,Cave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 261,Lower shell layer,4,34.6815,137.2809,,,261,Flexed burial,Homo sapiens,Human,M,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.2,0.5,10.1,0.5,,,40.9,14.3,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
59,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 262,Lower shell layer,4,34.6815,137.2809,,,262,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.4,0.5,12.4,0.5,,,42.5,14.6,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
60,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 263,Lower shell layer,4,34.6815,137.2809,,,263,,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-14.7,0.5,12.5,0.5,,,43,15.5,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
61,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 265,Lower shell layer,4,34.6815,137.2809,,,265,,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.3,0.5,11.1,0.5,,,44.4,15.8,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
62,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 266,Lower shell layer,4,34.6815,137.2809,,,266,,Homo sapiens,Human,M,Middle adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.6,0.5,11.7,0.5,,,42.3,15,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
63,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 273,Lower shell layer,4,34.6815,137.2809,,,273,Flexed burial,Homo sapiens,Human,M,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.9,0.5,8.7,0.5,,,43.3,15.5,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
64,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 277,Lower shell layer,4,34.6815,137.2809,,,277,Flexed burial,Homo sapiens,Human,F,Young adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-15.5,0.5,11.3,0.5,,,42.8,15.1,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
65,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 279,Lower shell layer,4,34.6815,137.2809,,,279,,Homo sapiens,Human,F,Old adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-17.9,0.5,9.5,0.5,,,44.7,16.1,3.2,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
66,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 280,Lower shell layer,4,34.6815,137.2809,,,280,,Homo sapiens,Human,M,Adolescent,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-14.6,0.5,12.7,0.5,,,41.8,14.5,3.4,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
68,,Hudson,"Yoshigo, Aichi",Chubu,Tokai,N,Yoshigo,Shell midden,Yoshigo 283,Lower shell layer,4,34.6815,137.2809,,,283,,Homo sapiens,Human,F,Adult,,,,-1500,-800,Pottery+burial posture,,,Late-Final Jomon (Early half?),Late/Final Jomon,-16.8,0.5,10.5,0.5,,,44,15.7,3.3,"Kiriyama, K., Kusaka, S. (2017), Prehistoric diet and mortuary practices in the Jomon period: isotopic evidence from human skeletal remains from the Yoshigo shell mound, Journal of Archaeological Science: Reports 11, 200-210.",https://www.sciencedirect.com/science/article/abs/pii/S2352409X16307982,https://doi.org/10.1016/j.jasrep.2016.11.048,2017
